claim_amount,days_to_report,num_prior_claims,policy_age_years,claim_type,is_fraud
357.68,3,1,13.8,health,0
2038.26,5,1,5.11,auto,0
1882.22,4,1,14.79,life,0
5048.14,2,0,9.44,home,0
2199.95,4,1,17.2,life,0
803.82,0,3,5.93,home,0
4537.49,1,0,4.47,auto,0
8420.37,4,0,16.72,life,0
2407.33,0,1,6.86,auto,0
709.37,6,1,8.53,health,0
1095.06,4,1,15.98,auto,0
1355.65,6,1,12.89,home,0
1782.64,4,2,9.11,home,0
5147.23,4,1,5.37,life,0
4593.29,0,0,15.4,auto,0
5954.95,2,1,4.02,home,0
2251.02,3,2,18.6,home,0
8686.29,1,1,3.43,life,0
1141.33,2,0,16.2,auto,0
3165.35,3,1,8.77,auto,0
8070.71,2,0,4.13,home,0
993.22,3,1,8.35,auto,0
581.9,1,1,4.82,health,0
10757.22,4,1,3.15,auto,0
2099.82,2,0,5.16,health,0
5758.01,1,2,17.41,home,0
128.38,4,1,2.57,auto,0
5856.67,1,2,19.46,home,0
1899.73,6,2,0.6,health,0
286.77,3,1,13.34,home,0
4705.64,3,1,17.2,auto,0
1377.48,5,0,18.71,auto,0
2445.38,3,0,3.31,health,0
420.07,5,0,14.12,auto,0
795.94,2,0,2.59,life,0
1768.95,3,1,7.38,home,0
470.23,6,1,14.77,home,0
12085.84,6,0,7.25,home,0
30.33,3,1,6.61,home,0
3306.89,3,0,2.76,life,0
657.65,3,1,1.8,home,0
1838.53,1,1,2.75,auto,0
13022.48,5,1,17.57,home,0
881.86,3,1,0.72,home,0
16882.38,4,0,14.01,health,0
1152.06,1,1,15.49,life,0
6765.58,3,0,11.57,home,0
3955.75,5,0,14.75,auto,0
10791.5,3,1,13.22,home,0
4037.11,1,1,9.38,life,0
3823.85,3,1,7.96,life,0
1087.41,3,1,18.86,life,0
908.98,4,0,19.45,auto,0
12413.89,2,2,13.2,home,0
1986.28,6,0,4.35,auto,0
2326.73,2,1,9.23,auto,0
7131.91,4,3,10.18,auto,0
2068.67,2,2,15.28,auto,0
15189.28,7,1,13.52,auto,0
6695.68,7,0,10.54,auto,0
4549.42,2,2,13.77,auto,0
10638.76,5,2,0.97,auto,0
254.39,3,0,15.64,health,0
1485.72,3,0,4.63,auto,0
3127.78,1,0,13.3,health,0
1287.24,2,1,2.72,auto,0
6811.04,4,0,2.73,health,0
12579.39,5,5,1.2,auto,0
2756.24,2,2,18.25,auto,0
2093.76,2,0,12.29,home,0
16292.08,0,0,7.56,life,0
2942.61,5,2,15.86,auto,0
3357.4,2,2,12.71,auto,0
2166.62,2,1,12.59,life,0
12014.71,4,1,10.0,auto,0
4207.72,6,2,0.65,auto,0
7181.09,1,1,5.54,life,0
8351.43,2,1,2.63,health,0
2091.6,1,1,13.42,auto,0
2843.11,2,0,5.35,life,0
9434.92,2,2,9.28,home,0
2256.93,1,3,7.39,auto,0
7897.82,4,0,3.29,health,0
14150.44,2,1,19.19,home,0
4880.34,2,0,18.7,home,0
6766.76,0,0,2.15,life,0
8176.27,2,0,16.63,auto,0
9322.93,4,1,10.02,home,0
2513.07,3,0,15.59,home,0
263.12,1,3,3.45,auto,0
2569.79,7,0,3.08,home,0
5600.55,2,0,17.87,home,0
2992.37,3,0,18.01,health,0
6910.78,3,0,9.59,health,0
2207.92,5,4,17.47,home,0
5035.79,1,3,13.52,auto,1
1031.55,3,0,4.11,home,0
6918.88,1,1,6.91,auto,0
3944.94,3,3,3.15,auto,0
1141.18,3,1,15.59,home,0
1725.93,5,1,19.71,home,0
6903.72,5,5,11.15,home,0
3294.71,2,1,13.29,life,0
1216.93,1,1,15.05,auto,0
17097.5,2,1,4.87,auto,0
6278.52,1,2,7.05,home,0
15748.48,4,0,8.54,home,0
2785.26,5,2,12.09,auto,0
3222.74,5,1,17.08,auto,0
11411.72,0,1,5.46,auto,0
3722.72,5,0,9.68,health,0
6142.68,1,0,15.15,health,0
1452.92,2,1,2.2,auto,0
2959.51,2,1,10.5,auto,0
658.81,0,3,3.32,auto,0
1153.23,3,2,11.01,auto,0
4.72,1,2,15.47,auto,0
200.28,4,2,5.12,auto,0
18923.39,3,3,17.06,home,1
1387.69,3,1,7.03,auto,0
5442.97,5,2,4.22,home,0
9134.85,3,0,9.57,auto,0
3999.88,4,1,17.58,health,0
831.13,1,1,1.84,life,0
6511.91,1,0,6.89,home,0
4584.6,4,0,13.24,auto,0
6569.88,2,0,7.47,auto,0
7342.87,3,1,1.88,auto,0
18527.15,1,1,6.97,auto,1
4261.46,3,6,16.51,home,0
2090.03,4,2,19.38,home,0
5227.22,2,1,1.28,auto,0
354.48,4,2,11.6,health,0
11384.46,9,0,2.55,auto,0
635.65,4,1,13.77,auto,0
1986.32,2,0,0.65,home,0
8457.18,5,1,0.79,auto,0
4547.97,0,1,15.65,home,0
